q,p,deg_p,deg_ell,prime_levels,complete,incomplete,incomplete_levels
2,T^8 + T^6 + T^5 + T^3 + 1,8,8,29,0,29,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^4 + 1; T^8 + T^6 + T^5 + T^4 + T^2 + T + 1; T^8 + T^6 + T^5 + T^4 + T^3 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1
2,T^8 + T^6 + T^5 + T^3 + 1,8,9,56,2,54,T^9 + T + 1; T^9 + T^4 + 1; T^9 + T^4 + T^2 + T + 1; T^9 + T^4 + T^3 + T + 1; T^9 + T^5 + 1; T^9 + T^5 + T^3 + T^2 + 1; T^9 + T^5 + T^4 + T + 1; T^9 + T^6 + T^3 + T + 1; T^9 + T^6 + T^4 + T^3 + 1; T^9 + T^6 + T^4 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^2 + 1; T^9 + T^6 + T^5 + T^3 + 1; T^9 + T^6 + T^5 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^2 + T + 1; T^9 + T^7 + T^4 + T^2 + 1; T^9 + T^7 + T^4 + T^3 + 1; T^9 + T^7 + T^5 + T + 1; T^9 + T^7 + T^5 + T^2 + 1; T^9 + T^7 + T^5 + T^3 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^6 + T^3 + T^2 + T + 1; T^9 + T^7 + T^6 + T^4 + 1; T^9 + T^7 + T^6 + T^4 + T^3 + T + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^9 + T^8 + 1; T^9 + T^8 + T^4 + T + 1; T^9 + T^8 + T^4 + T^2 + 1; T^9 + T^8 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^5 + T + 1; T^9 + T^8 + T^5 + T^4 + 1; T^9 + T^8 + T^5 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^3 + 1; T^9 + T^8 + T^6 + T^3 + T^2 + T + 1; T^9 + T^8 + T^6 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T^2 + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^5 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^2 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T + 1
2,T^8 + T^6 + T^5 + T^3 + 1,8,10,99,73,26,T^10 + T^4 + T^3 + T^2 + 1; T^10 + T^5 + T^4 + T^2 + 1; T^10 + T^6 + T^5 + T^3 + T^2 + T + 1; T^10 + T^7 + 1; T^10 + T^7 + T^3 + T + 1; T^10 + T^7 + T^4 + T^3 + 1; T^10 + T^7 + T^5 + T^3 + 1; T^10 + T^7 + T^5 + T^3 + T^2 + T + 1; T^10 + T^7 + T^6 + T^3 + 1; T^10 + T^7 + T^6 + T^4 + T^2 + T + 1; T^10 + T^7 + T^6 + T^5 + T^3 + T^2 + 1; T^10 + T^8 + T^4 + T^3 + T^2 + T + 1; T^10 + T^8 + T^5 + T + 1; T^10 + T^8 + T^6 + T^5 + T^3 + T + 1; T^10 + T^8 + T^7 + T^4 + T^2 + T + 1; T^10 + T^8 + T^7 + T^5 + 1; T^10 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^10 + T^8 + T^7 + T^6 + 1; T^10 + T^8 + T^7 + T^6 + T^2 + T + 1; T^10 + T^8 + T^7 + T^6 + T^5 + T^2 + 1; T^10 + T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^10 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T + 1; T^10 + T^9 + T^6 + T + 1; T^10 + T^9 + T^6 + T^4 + 1; T^10 + T^9 + T^8 + T^7 + T^5 + T^3 + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^2 + 1
2,T^8 + T^6 + T^5 + T^3 + 1,8,11,186,186,0,
2,T^8 + T^6 + T^5 + T^3 + 1,8,12,335,335,0,
2,T^8 + T^6 + T^5 + T^3 + 1,8,13,630,630,0,
2,T^8 + T^6 + T^5 + T^3 + 1,8,14,1161,1161,0,
2,T^8 + T^6 + T^5 + T^4 + 1,8,1,2,0,2,T; T + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,2,1,0,1,T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,7,18,0,18,T^7 + T + 1; T^7 + T^3 + 1; T^7 + T^3 + T^2 + T + 1; T^7 + T^4 + 1; T^7 + T^4 + T^3 + T^2 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^3 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^4 + T^2 + 1; T^7 + T^6 + T^5 + T^2 + 1; T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,8,29,0,29,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^3 + 1; T^8 + T^6 + T^5 + T^4 + T^2 + T + 1; T^8 + T^6 + T^5 + T^4 + T^3 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,9,56,0,56,T^9 + T + 1; T^9 + T^4 + 1; T^9 + T^4 + T^2 + T + 1; T^9 + T^4 + T^3 + T + 1; T^9 + T^5 + 1; T^9 + T^5 + T^3 + T^2 + 1; T^9 + T^5 + T^4 + T + 1; T^9 + T^6 + T^3 + T + 1; T^9 + T^6 + T^4 + T^3 + 1; T^9 + T^6 + T^4 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^2 + 1; T^9 + T^6 + T^5 + T^3 + 1; T^9 + T^6 + T^5 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^2 + T + 1; T^9 + T^7 + T^4 + T^2 + 1; T^9 + T^7 + T^4 + T^3 + 1; T^9 + T^7 + T^5 + T + 1; T^9 + T^7 + T^5 + T^2 + 1; T^9 + T^7 + T^5 + T^3 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^6 + T^3 + T^2 + T + 1; T^9 + T^7 + T^6 + T^4 + 1; T^9 + T^7 + T^6 + T^4 + T^3 + T + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + 1; T^9 + T^8 + T^4 + T + 1; T^9 + T^8 + T^4 + T^2 + 1; T^9 + T^8 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^5 + T + 1; T^9 + T^8 + T^5 + T^4 + 1; T^9 + T^8 + T^5 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^3 + 1; T^9 + T^8 + T^6 + T^3 + T^2 + T + 1; T^9 + T^8 + T^6 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T^2 + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^2 + 1; T^9 + T^8 + T^7 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^5 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^2 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,10,99,74,25,T^10 + T^3 + 1; T^10 + T^4 + T^3 + T + 1; T^10 + T^6 + T^2 + T + 1; T^10 + T^7 + T^4 + T^3 + 1; T^10 + T^7 + T^5 + T^3 + 1; T^10 + T^7 + T^5 + T^3 + T^2 + T + 1; T^10 + T^7 + T^6 + T^5 + T^2 + T + 1; T^10 + T^7 + T^6 + T^5 + T^3 + T^2 + 1; T^10 + T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^10 + T^8 + T^4 + T^3 + 1; T^10 + T^8 + T^4 + T^3 + T^2 + T + 1; T^10 + T^8 + T^7 + T^2 + 1; T^10 + T^8 + T^7 + T^3 + T^2 + T + 1; T^10 + T^8 + T^7 + T^4 + T^2 + T + 1; T^10 + T^8 + T^7 + T^4 + T^3 + T + 1; T^10 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^10 + T^8 + T^7 + T^6 + T^2 + T + 1; T^10 + T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^10 + T^9 + T^5 + T^2 + 1; T^10 + T^9 + T^7 + T^5 + T^2 + T + 1; T^10 + T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^10 + T^9 + T^7 + T^6 + T^4 + T^3 + T^2 + T + 1; T^10 + T^9 + T^8 + T^7 + T^2 + T + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^2 + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T + 1
2,T^8 + T^6 + T^5 + T^4 + 1,8,11,186,186,0,
2,T^8 + T^6 + T^5 + T^4 + 1,8,12,335,335,0,
2,T^8 + T^6 + T^5 + T^4 + 1,8,13,630,630,0,
2,T^8 + T^6 + T^5 + T^4 + 1,8,14,1161,1161,0,
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,1,2,0,2,T; T + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,2,1,0,1,T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,7,18,0,18,T^7 + T + 1; T^7 + T^3 + 1; T^7 + T^3 + T^2 + T + 1; T^7 + T^4 + 1; T^7 + T^4 + T^3 + T^2 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^3 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^4 + T^2 + 1; T^7 + T^6 + T^5 + T^2 + 1; T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,8,29,0,29,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^3 + 1; T^8 + T^6 + T^5 + T^4 + 1; T^8 + T^6 + T^5 + T^4 + T^3 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,9,56,0,56,T^9 + T + 1; T^9 + T^4 + 1; T^9 + T^4 + T^2 + T + 1; T^9 + T^4 + T^3 + T + 1; T^9 + T^5 + 1; T^9 + T^5 + T^3 + T^2 + 1; T^9 + T^5 + T^4 + T + 1; T^9 + T^6 + T^3 + T + 1; T^9 + T^6 + T^4 + T^3 + 1; T^9 + T^6 + T^4 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^2 + 1; T^9 + T^6 + T^5 + T^3 + 1; T^9 + T^6 + T^5 + T^3 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^2 + T + 1; T^9 + T^6 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^2 + T + 1; T^9 + T^7 + T^4 + T^2 + 1; T^9 + T^7 + T^4 + T^3 + 1; T^9 + T^7 + T^5 + T + 1; T^9 + T^7 + T^5 + T^2 + 1; T^9 + T^7 + T^5 + T^3 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^2 + T + 1; T^9 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^9 + T^7 + T^6 + T^3 + T^2 + T + 1; T^9 + T^7 + T^6 + T^4 + 1; T^9 + T^7 + T^6 + T^4 + T^3 + T + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^9 + T^7 + T^6 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + 1; T^9 + T^8 + T^4 + T + 1; T^9 + T^8 + T^4 + T^2 + 1; T^9 + T^8 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^5 + T + 1; T^9 + T^8 + T^5 + T^4 + 1; T^9 + T^8 + T^5 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^3 + 1; T^9 + T^8 + T^6 + T^3 + T^2 + T + 1; T^9 + T^8 + T^6 + T^4 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T + 1; T^9 + T^8 + T^6 + T^5 + T^3 + T^2 + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T + 1; T^9 + T^8 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^2 + 1; T^9 + T^8 + T^7 + T^3 + T^2 + T + 1; T^9 + T^8 + T^7 + T^5 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^5 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^2 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T + 1; T^9 + T^8 + T^7 + T^6 + T^3 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^2 + 1; T^9 + T^8 + T^7 + T^6 + T^4 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^3 + 1; T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,10,99,74,25,T^10 + T^4 + T^3 + T + 1; T^10 + T^4 + T^3 + T^2 + 1; T^10 + T^7 + T^3 + T + 1; T^10 + T^7 + T^5 + T^3 + 1; T^10 + T^7 + T^6 + T^4 + T^2 + T + 1; T^10 + T^7 + T^6 + T^5 + T^2 + T + 1; T^10 + T^7 + T^6 + T^5 + T^3 + T^2 + 1; T^10 + T^7 + T^6 + T^5 + T^4 + T + 1; T^10 + T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1; T^10 + T^8 + T^3 + T + 1; T^10 + T^8 + T^4 + T^3 + 1; T^10 + T^8 + T^6 + T^4 + T^2 + T + 1; T^10 + T^8 + T^7 + T^2 + 1; T^10 + T^8 + T^7 + T^4 + T^2 + T + 1; T^10 + T^8 + T^7 + T^4 + T^3 + T + 1; T^10 + T^8 + T^7 + T^6 + 1; T^10 + T^8 + T^7 + T^6 + T^2 + T + 1; T^10 + T^8 + T^7 + T^6 + T^5 + T^2 + 1; T^10 + T^9 + T^5 + T^4 + 1; T^10 + T^9 + T^7 + T^5 + T^4 + T^2 + 1; T^10 + T^9 + T^7 + T^6 + T^3 + T^2 + 1; T^10 + T^9 + T^7 + T^6 + T^4 + T + 1; T^10 + T^9 + T^8 + T^7 + T^3 + T^2 + 1; T^10 + T^9 + T^8 + T^7 + T^5 + T^3 + 1; T^10 + T^9 + T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,11,186,186,0,
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,12,335,335,0,
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,13,630,630,0,
2,T^8 + T^6 + T^5 + T^4 + T^2 + T + 1,8,14,1161,1161,0,
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,1,2,0,2,T; T + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,2,1,0,1,T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,3,2,0,2,T^3 + T + 1; T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,4,3,0,3,T^4 + T + 1; T^4 + T^3 + 1; T^4 + T^3 + T^2 + T + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,5,6,0,6,T^5 + T^2 + 1; T^5 + T^3 + 1; T^5 + T^3 + T^2 + T + 1; T^5 + T^4 + T^2 + T + 1; T^5 + T^4 + T^3 + T + 1; T^5 + T^4 + T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,6,9,0,9,T^6 + T + 1; T^6 + T^3 + 1; T^6 + T^4 + T^2 + T + 1; T^6 + T^4 + T^3 + T + 1; T^6 + T^5 + 1; T^6 + T^5 + T^2 + T + 1; T^6 + T^5 + T^3 + T^2 + 1; T^6 + T^5 + T^4 + T + 1; T^6 + T^5 + T^4 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,7,18,0,18,T^7 + T + 1; T^7 + T^3 + 1; T^7 + T^3 + T^2 + T + 1; T^7 + T^4 + 1; T^7 + T^4 + T^3 + T^2 + 1; T^7 + T^5 + T^2 + T + 1; T^7 + T^5 + T^3 + T + 1; T^7 + T^5 + T^4 + T^3 + 1; T^7 + T^5 + T^4 + T^3 + T^2 + T + 1; T^7 + T^6 + 1; T^7 + T^6 + T^3 + T + 1; T^7 + T^6 + T^4 + T + 1; T^7 + T^6 + T^4 + T^2 + 1; T^7 + T^6 + T^5 + T^2 + 1; T^7 + T^6 + T^5 + T^3 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + 1; T^7 + T^6 + T^5 + T^4 + T^2 + T + 1; T^7 + T^6 + T^5 + T^4 + T^3 + T^2 + 1
2,T^8 + T^6 + T^5 + T^4 + T^3 + T + 1,8,8,29,0,29,T^8 + T^4 + T^3 + T + 1; T^8 + T^4 + T^3 + T^2 + 1; T^8 + T^5 + T^3 + T + 1; T^8 + T^5 + T^3 + T^2 + 1; T^8 + T^5 + T^4 + T^3 + 1; T^8 + T^5 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^3 + T^2 + 1; T^8 + T^6 + T^4 + T^3 + T^2 + T + 1; T^8 + T^6 + T^5 + T + 1; T^8 + T^6 + T^5 + T^2 + 1; T^8 + T^6 + T^5 + T^3 + 1; T^8 + T^6 + T^5 + T^4 + 1; T^8 + T^6 + T^5 + T^4 + T^2 + T + 1; T^8 + T^7 + T^2 + T + 1; T^8 + T^7 + T^3 + T + 1; T^8 + T^7 + T^3 + T^2 + 1; T^8 + T^7 + T^4 + T^3 + T^2 + T + 1; T^8 + T^7 + T^5 + T + 1; T^8 + T^7 + T^5 + T^3 + 1; T^8 + T^7 + T^5 + T^4 + 1; T^8 + T^7 + T^5 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T + 1; T^8 + T^7 + T^6 + T^3 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^2 + T + 1; T^8 + T^7 + T^6 + T^4 + T^3 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^2 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^2 + 1; T^8 + T^7 + T^6 + T^5 + T^4 + T^3 + 1
